"high_income","male","married","higher_edu","managerial_occ","high_hours","gov_jobs","race","age","native_country"
0,0,2,11,12,40,8,4,46,39
1,0,6,9,1,15,6,4,60,39
0,1,6,14,8,40,6,4,48,39
0,1,6,7,14,35,4,4,65,39
0,1,1,9,6,40,8,4,29,39
0,1,6,9,14,43,8,4,42,39
1,1,6,15,10,50,8,4,44,39
1,1,6,10,12,6,3,4,73,39
0,0,1,10,13,50,8,4,21,39
1,1,6,9,5,55,6,4,32,39
1,1,6,14,11,35,7,4,43,39
0,1,1,9,3,32,8,3,21,39
0,1,4,10,14,20,8,4,30,39
0,1,6,13,13,48,8,4,54,39
0,0,1,10,8,15,8,4,19,39
0,0,6,10,1,37,5,4,55,39
0,0,1,10,12,28,8,4,20,39
0,1,6,13,4,40,8,4,53,12
1,1,1,14,10,55,8,4,51,39
0,1,6,9,14,40,8,4,33,39
0,0,3,10,9,40,8,4,62,39
0,1,1,9,8,30,3,4,24,39
0,0,1,5,12,40,6,4,17,39
0,0,1,10,1,45,8,4,26,39
0,1,2,9,3,40,8,4,36,39
0,0,6,6,4,35,8,4,32,39
1,1,6,16,10,50,8,4,58,39
1,1,6,13,13,40,8,4,38,39
0,0,2,9,1,40,7,4,26,39
1,1,6,10,4,40,8,4,60,39
0,1,6,9,12,50,8,4,27,13
1,1,6,11,7,48,8,4,38,39
1,1,6,10,12,44,6,4,37,39
0,1,1,10,1,40,8,4,28,39
1,1,6,13,12,40,6,4,38,39
1,1,6,9,12,60,8,4,29,39
0,0,1,9,8,40,8,4,19,39
0,1,1,13,6,25,8,4,28,39
1,1,6,9,3,50,3,4,40,39
0,1,2,11,3,40,8,4,26,39
0,1,6,12,12,60,8,3,43,39
1,0,6,10,1,40,8,4,29,39
0,1,6,10,11,40,7,3,25,39
1,1,6,9,7,40,8,3,29,39
0,0,6,13,1,40,8,4,31,39
0,1,6,4,14,40,4,4,51,39
0,0,1,10,1,15,8,4,18,39
0,1,2,13,13,20,8,4,36,39
1,1,6,13,1,40,8,2,35,30
1,1,2,13,1,38,8,4,48,39
0,1,6,4,5,25,3,4,78,39
0,1,6,13,11,17,8,4,72,39
0,1,1,10,4,40,8,4,24,39
1,1,1,7,11,40,8,3,36,39
0,1,6,10,6,30,8,4,48,39
0,0,2,9,1,40,8,4,28,39
0,0,1,14,8,40,8,4,26,39
0,0,1,13,12,60,8,4,29,39
0,1,6,3,8,40,8,3,47,23
1,0,2,13,4,50,8,4,50,39
0,1,1,3,3,40,7,4,35,26
0,1,1,7,14,20,8,4,17,39
1,1,6,10,3,48,8,4,41,39
0,1,6,9,14,42,8,4,37,39
0,1,6,9,8,40,4,1,35,39
0,1,6,4,3,40,8,4,56,32
0,1,6,10,14,40,8,4,23,39
0,0,2,12,10,32,8,4,33,39
1,1,6,9,4,40,6,4,79,39
0,1,1,13,10,40,8,3,28,39
0,0,2,7,12,20,8,4,55,39
0,1,6,14,10,50,5,4,59,39
0,0,1,13,10,40,8,4,22,39
0,0,1,7,12,19,8,2,19,30
0,1,5,3,5,35,8,4,41,26
0,1,6,11,1,40,8,4,32,22
0,0,2,9,8,35,8,4,45,39
0,0,6,3,5,45,8,4,61,26
0,0,1,13,12,40,8,4,34,39
0,1,6,11,3,40,3,4,43,39
1,1,6,13,1,50,8,4,38,39
0,1,6,16,10,60,8,4,35,39
0,1,2,9,11,20,8,4,65,39
1,1,6,13,4,55,8,4,24,9
0,1,6,9,1,40,8,4,37,39
0,1,6,10,5,50,3,4,34,39
1,1,6,9,14,60,8,4,42,39
0,0,1,4,8,40,8,4,18,39
0,0,3,10,4,15,7,1,43,39
1,1,6,10,8,40,8,4,31,39
0,0,1,10,12,20,8,4,19,39
0,1,6,10,4,50,6,2,40,3
0,1,6,13,10,40,8,4,32,39
1,1,6,10,4,40,8,4,47,39
0,1,6,10,14,40,4,4,32,39
0,1,4,16,10,35,6,4,46,39
1,1,6,13,4,65,8,4,40,39
0,1,1,13,3,35,8,4,36,39
0,1,6,11,12,36,8,4,33,39
0,1,1,3,14,35,5,4,23,39
0,1,4,6,7,40,8,4,21,39
0,0,6,9,8,32,8,3,40,39
1,1,6,16,10,50,5,4,53,39
0,1,6,10,14,72,3,4,53,39
0,1,6,5,6,60,8,3,58,39
1,1,6,9,12,55,8,4,51,39
0,1,6,9,8,65,8,4,31,39
0,1,6,9,3,40,3,4,35,39
0,0,2,10,1,35,4,4,31,39
0,0,1,10,8,35,8,4,21,39
1,1,6,14,3,55,3,4,39,39
1,0,6,15,10,45,8,4,36,39
1,1,6,6,3,40,8,4,51,39
0,1,1,7,8,12,8,4,18,39
0,1,2,10,1,48,8,4,32,39
0,0,2,13,8,32,8,4,56,39
0,1,1,12,11,40,8,4,35,39
0,0,3,8,12,40,8,4,63,39
1,1,6,9,4,50,8,4,61,39
0,1,1,10,8,40,8,4,23,39
1,1,6,14,10,50,4,4,52,39
0,1,1,9,12,50,8,4,19,39
1,1,6,14,10,50,5,4,33,39
0,1,6,13,12,50,8,3,35,39
1,0,2,9,14,60,8,4,35,39
0,0,6,15,10,40,8,4,38,39
0,0,1,13,1,60,8,4,23,39
0,1,2,11,13,60,8,4,22,39
0,1,1,9,6,40,8,4,20,39
0,1,1,9,6,40,8,4,19,39
1,1,6,9,7,40,8,3,47,39
0,1,6,7,3,40,8,4,59,39
0,0,1,9,12,40,8,4,38,39
0,1,6,9,8,50,8,4,36,39
0,1,1,3,8,40,8,4,27,26
0,1,6,11,14,40,8,4,24,39
0,0,1,9,8,35,8,3,35,23
0,1,1,10,8,39,5,3,22,14
0,1,6,9,14,52,8,4,37,39
1,1,6,9,3,40,8,4,36,39
0,0,4,9,8,25,8,4,28,39
0,0,6,9,12,50,8,4,55,39
0,1,6,13,12,44,8,4,32,39
0,1,5,10,3,45,4,4,47,39
0,0,1,13,8,40,8,4,23,39
0,0,2,14,10,45,4,4,50,39
0,1,6,9,5,84,3,4,40,39
0,0,1,9,7,40,8,4,51,39
0,0,1,9,10,45,8,4,34,39
0,0,1,13,11,40,8,4,28,39
1,1,6,16,10,70,5,4,52,11
1,1,6,9,4,60,6,4,39,39
1,1,6,13,1,40,8,4,43,39
1,0,1,13,10,35,8,4,36,39
0,0,1,13,10,15,8,4,25,39
0,0,2,10,1,38,8,4,42,39
0,1,6,10,14,40,8,4,35,11
1,1,6,14,4,53,8,4,43,39
0,1,6,9,3,40,8,4,34,39
1,1,6,13,4,38,5,4,50,39
0,1,6,10,14,60,8,4,30,39
1,1,6,14,10,44,8,4,44,39
0,1,6,11,3,40,8,4,52,39
0,1,6,12,12,60,8,4,35,39
1,1,2,11,10,40,8,4,36,39
0,0,1,13,4,52,8,2,30,36
1,1,6,13,12,45,6,4,36,39
0,0,1,13,4,40,8,4,39,39
0,1,6,2,5,96,8,4,25,26
0,1,1,13,13,40,8,4,26,39
0,0,1,9,12,20,8,3,20,39
0,1,1,10,11,40,8,4,20,39
0,1,1,9,14,50,8,4,26,39
0,0,1,10,1,35,8,3,24,39
1,1,6,13,13,40,8,4,48,39
0,0,2,9,9,99,8,3,62,39
0,1,6,9,7,40,8,4,48,39
1,1,6,13,12,40,8,4,52,39
0,1,1,13,12,44,8,4,25,39
0,1,6,3,7,40,8,4,58,39
0,0,1,13,10,45,7,4,40,39
0,0,1,10,8,20,8,4,19,39
0,1,1,7,6,40,8,3,37,39
0,1,6,7,7,40,8,4,23,33
0,1,2,9,3,60,3,4,31,39
0,1,6,4,3,20,3,4,64,39
0,0,1,10,1,16,4,4,28,39
0,1,1,9,3,40,8,4,32,39
0,0,2,10,1,44,4,4,49,39
1,0,2,10,1,40,8,4,35,39
1,1,6,16,4,45,8,4,45,39
1,1,6,8,14,70,8,4,39,39
1,0,2,13,8,60,3,2,46,35
0,0,1,10,1,16,8,4,19,39
0,0,6,9,7,40,8,4,29,34
0,1,6,9,11,35,5,4,25,39
0,0,1,13,1,40,8,4,37,39
0,1,1,9,1,40,8,4,30,39
0,1,6,9,7,40,8,2,28,30
0,0,4,10,1,56,7,3,36,39
0,0,1,10,4,35,8,3,32,39
0,1,1,7,7,40,8,4,34,39
0,0,1,9,1,36,8,4,34,39
0,0,1,10,12,40,8,4,20,39
0,1,1,14,14,40,6,4,27,39
0,0,6,9,1,40,7,4,36,39
0,1,6,10,12,40,8,4,35,39
0,1,2,9,4,35,8,4,37,39
0,1,6,9,3,50,8,4,32,39
0,0,1,14,10,20,8,4,32,39
0,0,2,9,12,48,8,4,52,39
1,1,6,10,3,40,8,4,50,39
0,0,1,9,8,30,8,4,23,39
0,1,6,9,3,45,8,4,25,39
0,1,1,1,5,50,8,4,21,26
0,0,2,9,12,32,8,4,31,39
0,0,6,10,8,30,3,4,31,39
0,1,4,11,8,40,8,4,41,39
0,1,6,10,13,60,8,4,47,39
0,0,1,10,1,45,8,4,20,39
0,0,2,6,7,25,8,3,29,39
0,0,3,10,1,40,4,4,51,39
1,0,6,13,10,33,4,4,30,39
1,1,6,13,1,35,8,4,48,39
1,1,4,9,4,40,8,4,39,39
0,1,6,13,12,35,8,4,62,39
0,1,1,13,8,30,8,4,22,39
1,1,6,13,4,40,7,4,46,39
1,1,6,14,10,35,4,4,51,39
0,0,1,9,12,32,8,4,20,39
1,1,6,12,12,50,6,4,40,39
0,1,1,13,13,40,8,4,31,39
0,1,1,10,3,40,8,4,30,39
0,0,6,9,1,38,8,4,52,39
0,0,1,9,10,40,8,4,20,39
1,1,6,11,4,40,4,4,37,39
0,0,3,13,8,40,8,4,65,39
0,1,1,13,10,40,8,4,40,39
1,1,6,13,11,48,4,4,60,39
0,1,1,9,3,35,8,4,27,21
1,1,6,13,12,60,8,4,62,39
0,0,2,9,12,35,8,4,53,39
1,1,6,13,12,50,8,4,38,39
0,1,6,11,10,40,8,4,49,39
0,1,1,9,7,40,8,4,21,39
0,1,1,10,1,40,8,4,18,39
0,1,1,13,10,40,8,4,25,39
0,1,6,7,3,40,8,4,36,39
1,1,6,9,4,55,8,4,52,39
0,1,1,10,13,14,8,4,19,39
0,0,1,13,1,40,8,4,23,39
0,1,6,13,12,15,3,4,63,39
0,1,6,11,8,45,3,4,63,39
1,1,2,13,12,40,6,4,62,39
1,1,6,12,12,30,3,4,51,39
0,0,3,10,1,30,4,4,76,39
0,1,6,9,3,45,8,4,50,39
1,1,6,9,3,50,6,4,45,39
1,1,2,10,12,45,6,4,44,39
0,1,6,4,14,40,8,3,51,39
0,1,1,13,4,35,4,4,42,39
1,1,6,14,10,40,4,4,43,39
0,1,6,7,7,40,8,4,53,39
0,1,6,11,1,40,8,4,29,39
0,1,6,10,10,40,8,4,41,39
0,1,2,9,3,40,7,4,44,39
0,0,3,6,8,40,8,3,35,39
0,1,6,9,3,40,8,4,27,39
0,1,6,10,10,50,8,4,35,39
0,0,3,11,3,30,8,4,60,39
1,1,2,10,4,45,8,4,49,39
0,1,6,13,4,45,8,4,33,39
1,1,6,13,12,40,8,4,35,39
0,1,6,10,1,38,5,4,31,39
1,1,6,9,1,60,8,4,54,39
0,1,6,16,10,35,3,4,57,39
0,1,1,5,3,45,8,4,30,39
0,1,1,6,7,40,8,2,45,40
1,1,6,10,7,42,8,4,41,39
0,1,1,13,8,18,8,4,25,39
1,1,6,10,4,40,6,4,51,39
0,1,4,3,1,40,8,4,42,8
0,1,1,11,6,45,8,4,28,39
0,1,2,13,13,40,7,1,53,39
1,0,1,13,4,50,8,4,31,39
1,1,6,7,8,40,8,3,46,39
0,0,1,9,1,40,7,4,25,39
0,1,6,9,7,40,8,4,47,39
0,1,6,9,14,40,8,4,30,39
0,1,6,9,3,40,8,4,48,39
0,1,1,10,8,40,8,3,22,39
0,1,6,10,3,30,3,4,32,39
1,1,1,16,10,45,3,4,33,39
0,1,6,9,8,40,8,4,31,39
1,0,6,10,8,20,8,4,43,9
0,0,1,11,8,40,8,4,26,39
0,1,6,9,5,40,8,3,34,39
1,0,6,13,10,40,4,4,50,39
0,0,4,9,1,40,5,3,30,39
0,1,1,7,8,20,8,4,17,39
0,0,1,14,10,40,4,3,35,39
0,1,6,10,3,40,8,4,29,39
0,1,6,12,1,40,7,4,27,8
1,1,1,13,12,40,8,4,34,39
0,0,4,9,6,40,8,4,32,39
0,0,2,10,1,40,7,4,47,39
0,0,1,10,12,40,8,4,40,39
0,0,1,11,8,40,8,4,26,39
0,0,1,9,8,40,8,4,30,21
0,1,2,9,3,40,8,4,54,39
1,1,6,13,10,55,8,4,53,39
0,1,4,4,5,40,8,3,43,39
0,1,1,10,5,20,8,4,25,39
0,1,6,9,3,40,8,4,39,39
1,1,6,9,14,25,4,4,57,39
0,1,6,9,8,34,8,4,47,39
0,0,2,9,8,35,8,3,45,39
0,1,1,13,10,40,5,4,24,39
0,1,2,6,3,40,3,4,32,39
0,1,1,10,12,35,8,4,25,39
0,0,4,3,7,40,8,4,57,39
1,0,6,13,10,24,8,4,28,39
0,1,6,9,12,51,8,4,28,5
0,0,1,13,10,55,8,4,27,39
0,0,1,13,1,20,8,4,28,39
0,1,6,9,5,42,3,2,44,24
0,1,1,9,7,45,8,4,27,39
0,1,6,13,4,40,8,4,61,39
0,1,1,7,8,99,8,4,25,39
0,0,1,5,6,24,8,3,28,39
0,1,1,10,3,40,8,4,20,39
0,1,1,11,12,40,8,2,33,30
0,1,2,9,8,40,5,4,38,39
0,0,1,9,12,25,8,3,31,39
1,0,1,14,10,45,8,4,40,39
1,1,6,10,4,55,8,4,43,39
1,1,6,14,4,60,8,4,38,39
0,1,1,10,4,30,8,3,19,39
0,1,6,12,8,50,8,4,56,39
1,1,2,14,4,45,8,4,38,39
0,0,6,9,9,40,8,4,22,39
0,1,1,9,8,25,5,4,18,39
0,0,3,10,8,20,8,4,68,39
0,1,2,11,14,50,8,4,35,39
0,1,2,6,3,40,8,4,32,39
1,0,6,10,10,40,7,4,43,39
0,0,1,6,7,40,8,3,30,39
0,1,6,10,13,24,8,4,62,39
0,1,6,11,7,40,8,4,38,39
0,1,1,9,6,40,8,4,27,39
1,0,1,16,10,60,8,4,28,11
0,1,1,11,8,40,8,4,26,39
0,1,1,10,7,20,8,4,21,39
0,1,1,9,8,40,8,3,19,39
0,1,1,10,1,30,8,4,20,39
0,1,1,13,11,40,5,3,25,39
0,1,1,10,3,50,3,4,28,4
1,1,1,11,1,42,8,4,36,39
0,1,1,13,3,40,8,1,23,26
0,0,6,13,1,50,8,4,24,39
0,0,1,9,8,40,8,4,23,39
0,0,1,13,10,20,8,4,24,39
0,1,1,9,8,8,3,4,25,39
0,1,1,9,7,40,8,4,24,39
0,1,6,9,4,62,8,4,30,39
0,0,6,10,4,33,8,4,36,39
0,1,6,9,8,40,8,2,45,30
0,0,2,12,12,45,8,4,31,39
0,1,1,9,1,48,8,4,34,39
1,1,6,13,4,44,6,4,65,26
0,0,2,11,10,40,8,4,42,39
0,1,1,15,10,70,5,4,27,39
0,0,6,10,12,40,8,3,40,33
1,1,6,10,1,40,7,4,53,39
1,1,6,9,12,50,8,4,54,39
0,1,1,13,10,35,5,4,30,39
1,1,6,9,14,45,8,4,59,39
0,1,2,9,4,55,3,4,42,39
0,0,1,9,1,40,8,4,23,39
0,0,6,13,8,15,8,4,28,39
0,1,1,9,6,40,8,4,20,39
0,0,1,10,12,20,8,4,22,39
1,1,6,10,3,40,3,4,47,39
0,1,6,10,7,40,8,4,44,39
0,1,2,8,3,40,8,4,40,39
1,0,6,11,13,37,8,4,37,39
0,1,2,9,7,50,8,4,39,39
1,1,6,10,12,40,8,4,49,39
0,1,2,10,8,45,3,4,44,39
0,0,6,5,7,37,8,4,27,32
0,1,6,9,1,40,8,4,50,39
1,1,6,13,10,40,8,4,39,39
0,0,1,9,12,40,8,3,41,39
1,1,6,13,11,40,8,4,55,39
0,1,6,2,8,35,8,3,53,33
0,0,2,14,10,50,4,4,53,39
1,1,6,14,4,70,8,4,31,36
0,1,1,9,3,40,8,4,21,39
0,1,4,9,7,40,8,3,30,39
1,0,1,14,4,60,8,4,53,39
0,1,6,10,3,47,8,4,47,39
1,0,2,13,4,40,8,4,60,18
0,0,4,5,7,40,8,4,59,26
1,1,1,13,4,48,8,4,37,39
0,1,6,13,3,40,7,4,47,39
0,1,6,5,3,40,8,4,49,39
0,0,1,10,10,11,4,4,73,39
0,0,2,9,8,20,8,3,58,39
0,1,1,10,6,40,8,3,35,39
0,0,6,10,10,50,5,4,24,39
0,0,3,9,1,38,8,4,62,39
0,0,6,9,1,40,8,4,58,39
1,1,6,10,1,40,8,4,51,39
0,1,1,9,12,40,8,3,21,39
0,1,6,13,3,40,8,4,30,39
0,0,1,11,10,36,8,4,27,2
1,1,6,13,13,40,8,4,25,39
0,1,1,9,3,45,8,1,31,39
0,0,1,9,8,34,8,3,31,39
1,1,6,10,3,50,8,4,44,39
1,1,6,16,10,65,6,4,52,39
0,1,6,12,12,40,8,4,30,39
0,1,1,9,14,40,8,3,29,39
0,1,2,7,14,40,8,4,36,39
0,1,6,13,5,50,3,4,54,39
1,1,4,10,11,40,4,4,59,39
0,1,1,10,1,45,8,4,55,39
0,0,1,12,1,20,8,4,22,39
0,0,2,9,7,40,8,4,42,39
0,0,6,12,12,40,8,4,36,39
1,1,6,13,10,40,8,4,32,39
0,1,6,4,3,40,8,4,44,39
0,1,5,7,6,40,8,4,25,26
0,1,6,9,14,50,8,4,31,39
0,1,1,9,8,40,8,4,33,39
1,1,6,12,12,50,3,4,54,39
0,1,1,9,4,48,3,4,42,39
0,1,6,9,14,44,8,4,49,39
0,1,6,9,1,44,8,4,30,39
0,0,2,9,4,45,8,4,54,39
0,1,1,10,14,40,8,4,39,39
0,1,1,10,7,40,8,4,24,39
0,0,1,9,1,44,8,4,21,39
0,0,1,5,8,30,8,3,23,39
0,0,2,9,1,42,8,4,54,39
0,0,1,14,12,20,8,4,23,39
0,1,2,9,7,40,8,4,39,39
0,1,1,10,10,25,8,4,23,39
1,1,6,10,7,40,8,3,41,39
0,1,1,7,8,40,8,3,32,39
0,1,6,9,3,40,8,4,57,39
0,0,1,9,1,30,8,4,18,39
1,1,6,16,10,60,5,4,60,39
0,0,1,10,7,40,8,4,21,39
0,0,3,10,1,22,8,4,53,39
1,1,6,13,4,55,8,4,38,39
0,1,1,10,6,40,8,4,21,39
1,0,2,16,4,55,8,4,53,39
0,1,1,9,3,40,8,4,24,39
0,1,6,12,8,40,7,4,36,39
0,1,1,14,4,60,8,3,29,39
0,1,1,10,12,40,8,4,23,39
0,1,6,10,4,50,8,4,44,39
0,1,6,14,10,48,4,4,32,39
0,0,1,13,4,50,8,4,25,39
0,1,2,9,3,27,3,4,41,39
0,0,1,9,8,30,8,4,18,39
0,1,6,10,3,45,8,4,57,39
1,1,3,13,4,50,8,4,62,39
0,1,1,13,6,40,8,4,29,39
0,0,1,9,8,40,8,3,19,39
1,1,6,15,10,65,3,4,35,39
1,1,6,13,10,50,8,4,52,39
0,0,1,6,7,40,8,4,28,39
0,1,1,9,8,40,8,4,38,39
0,0,3,10,12,40,8,3,42,39
0,1,1,13,10,40,8,3,41,39
0,1,1,13,10,38,8,4,23,39
1,1,6,14,12,76,8,4,31,39
0,1,1,3,7,45,8,4,31,26
1,1,6,14,10,40,8,4,46,39
0,0,1,7,12,20,8,4,18,39
1,1,6,14,13,38,3,4,57,39
0,0,1,11,1,38,8,4,25,39
1,1,6,14,4,40,8,4,32,39
0,1,1,5,5,40,8,4,27,39
1,1,6,13,10,45,7,4,46,39
0,1,1,9,3,40,5,4,43,39
1,0,5,13,10,40,3,4,56,39
0,0,6,9,3,40,8,4,19,39
0,0,1,9,1,40,7,4,20,39
0,1,1,10,7,45,8,4,42,39
0,1,3,9,14,99,8,4,90,39
0,1,4,7,7,35,8,3,25,39
0,0,1,9,8,40,8,3,27,23
0,1,6,9,14,44,8,4,48,39
0,1,1,10,1,40,7,3,48,39
0,1,6,9,3,48,8,4,27,39
0,0,3,13,13,38,8,4,46,39
0,1,6,3,8,40,8,4,32,39
0,1,6,11,13,40,8,4,22,39
1,0,7,13,10,40,8,4,24,39
0,1,6,9,3,65,8,4,31,39
0,0,1,10,10,18,8,4,20,39
0,1,1,15,10,40,3,4,28,39
1,1,6,9,4,60,6,4,40,39
1,1,6,9,7,40,8,4,39,39
0,1,6,9,14,40,4,4,54,39
0,1,6,10,11,42,4,4,59,39
0,0,1,7,12,18,8,4,17,39
0,1,1,10,3,80,3,4,25,39
1,1,6,9,11,40,4,4,49,39
0,1,2,9,4,60,3,4,55,39
0,1,6,9,3,40,8,4,39,39
0,0,3,10,10,16,8,4,67,39
0,1,1,9,8,40,8,4,28,39
0,1,6,5,7,40,8,4,35,2
1,1,6,9,1,48,8,4,44,39
1,1,6,14,10,47,8,4,51,39
0,1,3,13,5,40,8,2,55,39
1,1,6,9,11,78,4,4,45,39
0,1,6,9,3,48,8,4,32,39
0,0,2,10,4,40,8,4,45,39
1,1,6,14,4,60,8,4,45,9
1,1,1,13,12,40,8,4,35,39
0,1,6,9,14,44,4,4,55,39
1,1,6,10,3,40,8,4,59,39
0,0,1,9,1,55,8,4,22,39
0,0,3,14,4,35,4,3,46,39
0,1,1,9,5,40,8,4,23,39
1,1,6,13,4,45,8,4,47,39
0,1,6,9,3,30,8,4,34,11
0,1,2,7,14,40,8,4,51,39
0,1,6,11,12,50,8,4,40,39
0,1,1,10,1,12,5,4,24,39
0,1,1,10,5,72,8,4,20,39
0,1,2,10,14,50,8,4,44,39
0,1,2,9,3,40,8,4,26,39
0,0,4,9,1,38,4,4,35,39
0,1,1,10,7,40,8,2,23,40
0,1,2,9,3,50,8,4,40,39
0,1,6,9,11,40,4,4,49,39
0,1,1,9,7,45,8,4,32,39
0,0,2,11,10,40,8,4,28,39
1,1,6,14,4,60,8,4,51,39
1,1,6,11,4,50,8,4,62,39
0,1,6,10,7,40,8,4,31,26
1,1,6,12,11,40,4,4,47,39
0,0,1,11,13,3,8,4,36,39
0,1,1,9,3,40,5,4,44,39
1,1,6,13,4,40,8,4,46,39
0,1,1,9,3,40,8,4,32,39
0,0,2,12,14,30,3,3,51,39
1,1,6,13,4,45,8,4,48,39
0,0,1,13,7,40,8,3,28,39
1,1,6,10,13,60,6,4,57,39
0,1,6,11,12,40,8,4,33,39
0,1,4,9,7,15,8,4,42,39
0,1,1,6,8,40,8,4,17,39
1,1,6,13,4,55,6,4,31,39
0,1,1,10,7,40,8,4,35,39
0,1,1,9,6,40,8,4,20,39
0,0,6,9,4,40,8,4,36,39
0,0,1,10,12,24,8,4,24,39
1,1,6,10,14,50,8,3,33,39
0,1,6,10,1,40,8,4,36,39
0,0,2,13,4,40,8,4,31,39
0,0,2,12,12,40,8,4,29,39
1,1,6,13,12,60,8,4,47,39
1,1,6,16,10,75,8,4,30,39
0,1,6,9,5,50,8,4,34,39
0,0,1,9,7,40,8,4,23,39
0,1,2,11,1,40,8,4,33,39
0,0,2,6,7,40,8,4,59,39
0,1,2,13,10,40,3,4,67,39
0,1,2,9,7,40,8,4,26,39
0,1,6,9,7,40,8,2,27,25
0,1,1,13,1,39,8,4,24,39
0,1,2,11,13,40,7,4,44,39
1,1,6,9,3,40,8,4,31,39
0,1,6,15,10,60,8,4,28,39
0,0,1,9,8,20,8,4,19,39
1,0,6,13,4,40,3,4,31,39
0,0,1,9,1,40,8,4,20,39
0,0,2,9,8,15,8,4,64,39
1,0,6,9,1,40,5,4,47,39
0,0,1,10,1,35,8,4,36,39
1,1,6,9,3,44,8,4,48,39
0,0,1,10,8,40,3,4,19,26
0,0,1,9,12,35,8,3,22,39
0,1,2,5,1,40,8,4,56,39
0,1,1,10,1,50,8,4,22,39
1,1,6,13,10,99,8,4,37,39
0,0,3,13,10,35,4,4,57,39
1,1,6,12,12,50,8,4,38,39
0,0,1,9,7,40,8,3,34,39
0,0,2,10,4,40,7,4,38,39
1,1,6,10,4,40,6,2,30,35
1,1,1,13,10,45,8,4,32,39
0,0,5,8,8,40,8,3,29,39
0,1,6,9,7,40,8,4,56,39
1,0,6,11,4,35,8,4,42,39
0,0,3,9,4,33,4,4,71,39
0,1,1,7,14,40,8,4,20,39
0,1,1,9,7,36,8,4,25,39
1,1,6,10,10,50,8,4,61,39
0,0,6,13,4,40,5,4,24,39
0,0,1,5,8,40,8,3,51,39
0,1,1,9,1,40,8,4,27,39
1,0,6,10,4,40,8,4,41,39
0,1,2,9,7,40,8,4,31,39
0,0,2,9,9,16,8,3,39,39
0,1,6,15,10,40,3,4,51,39
0,0,1,9,4,40,8,4,52,39
1,1,6,13,10,40,8,4,49,39
0,1,6,10,3,40,8,4,43,39
1,1,6,13,4,60,8,4,45,39
0,1,2,9,7,40,8,4,49,39
0,0,1,9,8,40,8,4,19,39
0,1,6,9,5,40,3,4,44,39
0,1,6,9,14,40,6,4,67,39
1,1,6,15,10,45,8,4,58,39
1,1,6,13,10,40,8,4,36,39
1,0,3,9,1,16,8,4,67,11
1,1,6,16,10,40,8,4,61,39
0,0,1,4,8,40,4,3,55,39
0,1,1,9,1,40,7,4,35,39
0,0,1,6,8,38,8,3,35,39
0,0,1,10,1,10,5,4,20,39
0,0,6,9,1,40,8,3,51,39
0,1,1,13,10,40,8,4,23,39
0,1,6,9,5,24,8,4,39,39
0,0,2,10,8,40,8,4,36,39
1,1,6,9,12,45,8,4,47,39
1,1,1,13,12,80,8,4,27,39
0,1,6,9,3,40,8,4,29,39
0,1,1,10,11,40,5,4,21,39
0,0,1,10,1,20,8,4,18,39
0,1,1,10,4,20,8,4,24,39
1,1,6,9,3,40,7,4,39,39
0,1,6,10,4,40,5,4,51,39
1,1,6,13,13,40,8,4,47,39
0,0,2,10,1,30,8,4,62,39
1,1,6,13,4,40,8,4,49,39
0,1,6,7,8,40,8,4,20,39
0,1,1,10,12,40,8,4,24,39
0,0,1,9,4,40,8,4,25,39
0,1,6,13,12,40,3,4,54,39
0,1,1,9,3,40,8,4,25,39
1,0,2,10,12,55,8,4,43,39
0,1,1,13,4,38,8,4,26,39
0,1,6,9,6,40,8,4,24,39
0,1,1,7,8,20,8,1,18,39
0,1,6,9,4,25,3,4,45,39
0,1,1,13,12,40,8,4,26,39
0,1,1,10,8,40,8,4,47,39
0,1,1,9,3,40,2,3,21,39
0,0,2,9,8,99,8,4,29,39
0,1,6,10,10,15,8,4,68,39
0,1,1,10,4,48,8,3,21,26
0,1,1,10,4,30,6,4,28,39
1,0,6,9,4,40,8,4,46,39
0,0,4,9,14,48,8,3,35,39
0,1,1,6,3,25,3,4,50,39
0,1,2,10,4,40,6,4,48,39
1,1,6,13,3,50,8,4,59,39
0,1,1,10,4,40,8,3,23,39
0,0,3,9,12,30,8,4,53,39
1,1,6,14,12,40,6,4,50,39
0,1,6,9,7,48,8,3,52,39
0,1,6,13,10,50,8,4,38,39
1,1,6,14,4,50,8,4,43,39
0,0,6,13,8,32,8,4,35,39
1,1,6,15,4,50,8,4,41,39
0,1,1,10,12,40,8,4,22,39
1,1,6,9,8,60,8,4,39,39
1,1,6,14,12,40,8,4,45,39
0,0,6,5,5,42,8,4,31,39
1,1,6,13,10,40,8,4,40,39
0,1,6,3,14,20,3,4,47,39
0,1,6,9,3,40,8,3,53,23
1,1,6,13,12,60,6,4,53,39
1,1,1,13,13,52,4,3,33,39
0,0,1,13,1,20,8,4,24,39
0,0,1,10,8,40,8,4,34,39
1,1,6,9,12,50,6,4,46,39
0,1,6,10,11,60,7,4,29,39
1,0,3,7,8,32,5,4,61,39
0,1,6,9,5,40,8,4,31,39
0,1,5,9,13,40,8,3,29,39
0,1,4,9,3,40,8,4,42,39
0,1,6,10,4,40,7,4,50,39
0,0,2,9,1,40,8,4,34,39
0,1,6,4,14,40,8,4,39,39
0,1,6,2,14,20,8,3,74,39
0,1,6,10,12,40,8,4,40,39
1,1,6,15,10,50,3,4,75,39
